OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,TotalAmount,Region
12943,2025-03-28,C7499,Donald Love,P6178,Laptop,Electronics,Peripherals,7,755.95,5291.65,South
12944,2024-10-11,C9709,Shannon Moreno,P9108,Headphones,Accessories,Storage Devices,1,807.39,807.39,West
12945,2024-06-19,C2887,Alicia Phelps,P2803,USB Drive,Accessories,Storage Devices,6,638.19,3829.14,East
12946,2025-01-22,C5280,Allison Gibson,P5763,Keyboard,Accessories,Input Devices,2,78.81,157.62,West
12947,2025-01-20,C8046,Stacy Lawson,P5149,Laptop,Electronics,Computers,8,952.19,7617.52,East
12948,2025-05-14,C4099,Gerald Hernandez,P5270,Bookshelf,Furniture,Storage,7,968.2,6777.4,North
12949,2024-06-21,C5512,Brandon Green Jr.,P4184,Printer,Electronics,Peripherals,9,528.08,4752.72,West
12950,2024-12-26,C5375,Elizabeth Hawkins,P7120,Headphones,Accessories,Audio,8,935.79,7486.32,North
12951,2024-11-21,C7877,Brian Hamilton,P4927,Printer,Electronics,Mobile Devices,9,847.89,7631.01,South
12952,2025-01-20,C1637,Brandi Evans DDS,P7072,Office Chair,Furniture,Tables,3,149.93,449.79,West
12953,2024-07-05,C5583,Dr. Brittany Lozano MD,P9505,Table Lamp,Furniture,Storage,2,92.03,184.06,North
12954,2024-08-05,C3356,John Jones,P9401,Office Chair,Furniture,Seating,9,211.07,1899.63,West
12955,2024-06-18,C5486,Jamie Johnson,P9048,Keyboard,Accessories,Audio,10,575.86,5758.6,North
12956,2024-09-26,C9457,,P6472,Headphones,Accessories,Input Devices,5,454.98,2274.9,North
12957,2024-07-15,C2051,Kelly Sandoval,P3693,Monitor,Electronics,Peripherals,2,843.5,1687.0,East
12958,2024-11-13,C9145,Michael Reynolds,P9518,Smartphone,Electronics,Peripherals,6,803.47,4820.82,South
12959,2025-04-25,C5770,Christine Davidson,P4159,Headphones,Accessories,Storage Devices,4,205.47,821.88,South
12960,2025-03-21,C6398,Diana Rosales,P5831,Monitor,Electronics,Mobile Devices,6,933.89,5603.34,East
12961,2025-02-03,C9131,Sandra Diaz,P3933,Desk,Furniture,Seating,6,423.68,2542.08,South
12962,2025-03-02,C1124,Jeffrey Duffy,P4287,Desk,Furniture,Storage,6,515.17,3091.02,West
12963,2024-06-16,C1266,Steve Williams,P1361,Webcam,Electronics,Mobile Devices,5,966.25,4831.25,South
12964,2024-07-07,C6490,Laura Robinson,P9789,Bookshelf,Furniture,Tables,8,379.35,3034.8,North
12965,2025-01-10,C8766,Gary Thomas,P6750,Office Chair,Furniture,Storage,10,709.74,7097.4,South
12966,2025-05-23,C8964,Benjamin Lewis IV,P2740,Table Lamp,Furniture,Seating,1,404.48,404.48,East
12967,2025-02-17,C9126,James Mahoney,P4969,USB Drive,Accessories,Audio,8,797.59,6380.72,East
12968,2024-11-27,C1453,Candice Rush,P7905,USB Drive,Accessories,Audio,8,323.52,2588.16,West
12969,2024-12-02,C4326,Sheila Lara,P4625,Mouse,Accessories,Input Devices,5,119.42,597.1,East
12970,2025-01-05,C9067,Nathan Clark,P8519,Table Lamp,Furniture,Storage,4,737.87,2951.48,South
12971,2024-09-24,C7149,,P2962,USB Drive,Accessories,Input Devices,7,890.7,6234.9,South
12972,2024-09-09,C5190,Suzanne Bolton,P1271,Office Chair,Furniture,Storage,10,74.87,748.7,West
12973,2024-11-07,C7375,Jason Alexander,P9428,Keyboard,Accessories,Audio,9,471.78,4246.02,East
12974,2025-04-15,C8917,Daniel Turner,P8403,Mouse,Accessories,Input Devices,10,419.28,4192.8,South
12975,2025-03-06,C2452,Patricia Farmer,P5372,Keyboard,Accessories,Input Devices,4,208.39,833.56,North
12976,2024-11-29,C5346,Patricia Bryan,P2404,Bookshelf,Furniture,Tables,8,98.27,786.16,East
12977,2024-06-26,C6247,Amanda Johnson,P7660,USB Drive,Accessories,Audio,6,707.14,4242.84,North
12978,2025-05-20,C1777,Kevin Pennington,P3679,USB Drive,Accessories,Input Devices,4,888.49,3553.96,West
12979,2024-08-30,C9753,Darlene Porter,P5900,Bookshelf,Furniture,Seating,10,650.8,6508.0,East
12980,2025-04-06,C8524,Bryce Cain,P8567,Smartphone,Electronics,Mobile Devices,3,630.01,1890.03,North
12981,2025-05-22,C7369,Yvonne Taylor,P6225,Monitor,Electronics,Mobile Devices,1,526.49,526.49,North
12982,2025-06-03,C6005,Mark Garrett,P6659,Table Lamp,Furniture,Storage,3,53.9,161.7,South
12983,2025-03-06,C7482,Nathan Stevens,P5108,Mouse,Accessories,Input Devices,1,138.78,138.78,North
12984,2025-05-30,C6012,Sandra Benson,P8615,Webcam,Electronics,Mobile Devices,1,98.78,98.78,West
12985,2024-12-20,C4482,Tristan Stephenson,P8299,Printer,Electronics,Peripherals,9,822.74,7404.66,West
12986,2025-05-30,C4145,Ryan Fisher,P7718,Table Lamp,Furniture,Tables,10,126.95,1269.5,South
12987,2025-04-11,C9480,John Burch,P1384,Mouse,Accessories,Input Devices,6,441.67,2650.02,East
12988,2024-08-31,C2570,Deborah Benjamin,P6911,Bookshelf,Furniture,Tables,5,332.35,1661.75,North
12989,2025-01-31,C6601,Brandon Smith,P4356,Desk,Furniture,Storage,10,557.57,5575.7,South
12990,2025-04-26,C8647,Kylie Boyd,P4368,Mouse,Accessories,Input Devices,5,849.66,4248.3,East
12991,2024-07-28,C9906,,P7734,Printer,Electronics,Peripherals,5,72.86,364.3,East
12992,2024-10-09,C4414,Brandi Ramirez,P7962,Bookshelf,Furniture,Seating,6,615.18,3691.08,North
12993,2024-10-23,C9433,James Owens,P8900,Mouse,Accessories,Audio,1,474.89,474.89,West
12994,2024-07-10,C1352,Laurie Baxter,P8873,Desk,Furniture,Storage,6,898.69,5392.14,East
12995,2024-12-09,C2350,Michael Diaz,P1840,Office Chair,Furniture,Seating,6,875.36,5252.16,East
12996,2024-08-30,C2960,Whitney Mills,P5140,USB Drive,Accessories,Storage Devices,8,31.21,249.68,West
12997,2025-02-18,C9558,Allison Perez DVM,P3514,Bookshelf,Furniture,Storage,9,611.08,5499.72,West
12998,2024-10-18,C9322,Chris Mccoy,P8446,Table Lamp,Furniture,Tables,8,460.83,3686.64,West
12999,2025-05-08,C2113,James Santana,P5395,Keyboard,Accessories,Audio,10,126.99,1269.9,South
13000,2024-09-30,C5703,Timothy Bell,P6002,Keyboard,Accessories,Storage Devices,3,694.86,2084.58,East
13001,2024-11-17,C9056,Carmen Greene,P8145,Headphones,Accessories,Storage Devices,8,261.41,2091.28,East
13002,2024-11-21,C3228,Ashley Norton,P9734,Printer,Electronics,Peripherals,4,208.51,834.04,East
13003,2024-09-02,C3479,Kristen Bryant,P4917,Keyboard,Accessories,Storage Devices,9,411.08,3699.72,South
13004,2025-05-15,C6849,Cheryl Day,P3806,Office Chair,Furniture,Seating,1,301.38,301.38,West
13005,2025-03-30,C9929,Jennifer Greene,P1711,Table Lamp,Furniture,Seating,5,68.45,342.25,South
13006,2025-01-23,C1159,Nicholas Pierce,P3028,Office Chair,Furniture,Seating,1,911.07,911.07,South
13007,2024-10-25,C1397,Tyler Nguyen,P2894,Office Chair,Furniture,Tables,3,240.52,721.56,North
13008,2024-07-21,C9311,Jessica Sullivan,P5068,Office Chair,Furniture,Tables,8,554.23,4433.84,West
13009,2024-10-14,C4933,Megan Casey,P7584,Smartphone,Electronics,Mobile Devices,8,586.07,4688.56,North
13010,2024-08-23,C6966,Jamie Burton,P6842,Smartphone,Electronics,Peripherals,1,88.69,88.69,North
13011,2025-05-28,C1039,Maureen Cobb,P4135,Monitor,Electronics,Peripherals,8,595.28,4762.24,West
13012,2025-03-10,C3113,Allen Mcintosh,P2458,Desk,Furniture,Seating,3,146.57,439.71,West
13013,2024-06-22,C2592,Jose Waller,P2173,Headphones,Accessories,Audio,4,189.85,759.4,East
13014,2025-04-11,C9815,Terry Green,P3337,USB Drive,Accessories,Storage Devices,1,83.14,83.14,West
13015,2024-07-16,C2782,Mrs. Patricia George,P3474,USB Drive,Accessories,Storage Devices,8,901.04,7208.32,East
13016,2025-01-30,C8013,Crystal Johnson,P3955,Office Chair,Furniture,Seating,2,487.76,975.52,South
13017,2025-03-27,C5967,Wendy Buckley,P2012,Laptop,Electronics,Peripherals,4,823.41,3293.64,South
13018,2024-09-21,C8182,Lindsey Ferrell,P1052,USB Drive,Accessories,Input Devices,4,598.76,2395.04,North
13019,2025-05-27,C3046,Diana Price,P2804,Webcam,Electronics,Mobile Devices,1,820.76,820.76,West
13020,2024-07-24,C7240,Sarah Bell,P4454,Headphones,Accessories,Audio,2,432.17,864.34,North
13021,2024-06-16,C9189,Todd Fernandez,P6505,Bookshelf,Furniture,Storage,10,512.86,5128.6,North
13022,2025-06-04,C8605,Casey Wilson,P2451,Smartphone,Electronics,Peripherals,10,631.2,6312.0,West
13023,2025-04-04,C3998,Haley James,P5985,Desk,Furniture,Seating,2,626.45,1252.9,South
13024,2025-05-02,C5342,Danielle Brown,P3456,Laptop,Electronics,Mobile Devices,8,401.82,3214.56,East
13025,2025-04-24,C3909,Jeffrey Garcia,P5021,Printer,Electronics,Peripherals,9,86.62,779.58,North
13026,2025-01-17,C4493,Travis Lee,P5967,Headphones,Accessories,Audio,6,62.54,375.24,West
13027,2024-09-13,C9558,Yolanda Perez,P4121,Smartphone,Electronics,Peripherals,10,685.5,6855.0,East
13028,2025-06-05,C4082,Ryan Sanchez,P2006,Webcam,Electronics,Peripherals,10,346.16,3461.6,West
13029,2024-11-24,C9142,Elizabeth Garcia,P9665,Smartphone,Electronics,Computers,1,959.61,959.61,West
13030,2025-04-09,C3977,Billy Clark,P9170,Mouse,Accessories,Audio,5,926.44,4632.2,East
13031,2024-08-08,C9619,Jose Simmons,P8933,Table Lamp,Furniture,Seating,9,687.85,6190.65,East
13032,2025-06-03,C7851,Brittany Baxter,P9333,USB Drive,Accessories,Audio,5,54.77,273.85,North
13033,2025-02-13,C1072,Gerald Durham,P7190,Smartphone,Electronics,Mobile Devices,1,838.27,838.27,West
13034,2024-10-27,C3487,Samantha Gray,P2771,Desk,Furniture,Seating,4,324.63,1298.52,East
13035,2024-10-28,C8410,Jennifer Williams,P7700,USB Drive,Accessories,Storage Devices,7,515.25,3606.75,East
13036,2025-02-25,C2673,James Mcbride,P7852,Mouse,Accessories,Audio,1,693.23,693.23,West
13037,2024-08-17,C9895,Brian Schneider,P3248,Monitor,Electronics,Mobile Devices,7,883.27,6182.89,South
13038,2025-01-24,C5639,Kelly Gilbert,P2349,Table Lamp,Furniture,Storage,9,298.16,2683.44,West
13039,2025-04-11,C8361,Kevin Rogers,P3254,Printer,Electronics,Peripherals,1,843.8,843.8,North
13040,2025-01-17,C1063,Ashley Blankenship,P8377,Printer,Electronics,Peripherals,7,499.39,3495.73,North
13041,2024-12-07,C4090,Elizabeth Underwood,P3281,Table Lamp,Furniture,Tables,8,240.4,1923.2,West
13042,2024-09-30,C9114,Craig Martin,P7836,Mouse,Accessories,Storage Devices,8,983.23,7865.84,East
13043,2025-05-13,C9694,Zachary Morrison,P7346,Webcam,Electronics,Mobile Devices,8,409.45,3275.6,East
13044,2024-07-02,C5689,Larry Smith,P6450,Monitor,Electronics,Peripherals,6,152.82,916.92,South
13045,2025-01-29,C9940,Dennis Flores,P8667,Headphones,Accessories,Audio,8,760.96,6087.68,South
13046,2024-09-09,C5856,Stephen Gonzalez,P1650,Table Lamp,Furniture,Tables,3,849.3,2547.9,South
13047,2025-05-10,C9701,Charles Andrade,P8247,Table Lamp,Furniture,Storage,6,549.44,3296.64,West
13048,2025-06-12,C4732,Stacey Gutierrez,P7874,Printer,Electronics,Mobile Devices,1,925.95,925.95,South
13049,2024-06-28,C2868,Robert Trevino,P7908,Desk,Furniture,Seating,4,412.67,1650.68,West
13050,2025-05-12,C5741,Elizabeth Nichols,P1033,Monitor,Electronics,Peripherals,10,392.67,3926.7,North
13051,2024-10-26,C4710,Deborah Sanchez,P6051,Webcam,Electronics,Peripherals,3,514.87,1544.61,East
13052,2025-01-05,C2717,Luke Smith,P8766,Mouse,Accessories,Audio,5,191.02,955.1,East
13053,2024-08-31,C1452,Austin Adams Jr.,P4088,Office Chair,Furniture,Seating,6,712.37,4274.22,West
13054,2025-02-09,C3938,Patrick Torres,P1205,Office Chair,Furniture,Seating,2,189.27,378.54,East
13055,2024-07-13,C5540,Timothy Hardy,P4146,Bookshelf,Furniture,,4,897.0,3588.0,West
13056,2025-06-01,C2388,Dennis Hensley,P6363,Webcam,Electronics,Computers,5,35.7,178.5,West
13057,2025-01-15,C6013,Nicholas Bowman,P8939,Office Chair,Furniture,Tables,4,143.0,572.0,South
13058,2024-07-22,C7983,Robert Smith,P1358,Smartphone,Electronics,Peripherals,8,492.0,3936.0,North
13059,2025-05-25,C2612,Connie Davis,P9899,Office Chair,Furniture,Storage,2,646.14,1292.28,West
13060,2024-12-21,C3745,Carl Harris,P4972,Table Lamp,Furniture,Storage,7,292.22,2045.54,South
13061,2025-02-24,C1793,Kathryn Montes,P2531,Webcam,Electronics,Peripherals,10,720.7,7207.0,South
13062,2025-02-23,C1261,William Berg,P5534,Printer,Electronics,Peripherals,6,235.44,1412.64,North
13063,2024-08-24,C5935,Crystal Thomas,P4847,Keyboard,Accessories,Input Devices,4,308.92,1235.68,West
13064,2024-07-04,C4152,Nicholas Clark,P8115,Printer,Electronics,Mobile Devices,4,606.32,2425.28,West
13065,2025-05-01,C2966,Joseph Hernandez,P6035,Webcam,Electronics,Mobile Devices,1,594.39,594.39,North
13066,2024-10-11,C2732,Donald Mills,P2198,Webcam,Electronics,Computers,3,954.59,2863.77,East
13067,2024-08-08,C9623,William Lewis,P3915,Keyboard,Accessories,Audio,8,266.63,2133.04,North
13068,2025-05-02,C9315,Sabrina Johnson,P5643,Desk,Furniture,Seating,4,916.96,3667.84,East
13069,2025-01-26,C8688,Rebecca Henderson,P9072,Webcam,Electronics,Mobile Devices,7,503.67,3525.69,West
13070,2025-03-28,C9683,Chris Gomez,P8330,Headphones,Accessories,Storage Devices,5,739.98,3699.9,East
13071,2024-09-22,C1956,Jeanette Robinson,P8142,Mouse,Accessories,Storage Devices,9,832.8,7495.2,East
13072,2025-05-08,C8635,Jillian Jarvis,P5961,USB Drive,Accessories,Storage Devices,8,660.19,5281.52,West
13073,2025-04-19,C2484,Alexander Perez,P3860,Laptop,Electronics,Peripherals,3,974.49,2923.47,East
13074,2024-08-14,C7496,William Rivera,P8416,Monitor,Electronics,Mobile Devices,6,161.1,966.6,South
13075,2024-11-11,C1307,Lisa Patrick,P6263,Monitor,Electronics,Computers,10,409.23,4092.3,South
13076,2025-05-23,C6164,Mary Butler,P5182,Office Chair,Furniture,Seating,2,131.24,262.48,North
13077,2024-12-14,C1610,Melissa Brooks,P8641,Bookshelf,Furniture,Tables,8,731.73,5853.84,West
13078,2024-06-15,C9050,Jeffrey Calderon,P2857,USB Drive,Accessories,Storage Devices,1,542.33,542.33,South
13079,2024-07-06,C2293,Felicia Downs,P6382,Bookshelf,Furniture,Storage,8,923.52,7388.16,South
13080,2025-02-28,C2598,Jessica Carrillo DVM,P1766,USB Drive,Accessories,Audio,1,427.96,427.96,North
13081,2025-01-18,C9009,Luke Oconnor,P4681,Mouse,Accessories,Audio,8,666.94,5335.52,South
13082,2024-10-05,C3381,Gregory Hoffman,P1175,Office Chair,Furniture,Seating,4,896.37,3585.48,South
13083,2024-06-22,C2607,Holly Moses,P5318,Headphones,Accessories,Audio,1,792.17,792.17,North
13084,2024-09-14,C1272,Christopher Munoz,P5621,Bookshelf,Furniture,Tables,4,873.9,3495.6,West
13085,2024-06-24,C4441,Michael Sharp,P9316,USB Drive,Accessories,Audio,4,422.52,1690.08,East
13086,2024-08-07,C9846,Jonathan Fuller,P8505,Table Lamp,Furniture,Storage,3,836.29,2508.87,East
13087,2025-05-03,C6606,Rebecca Jensen,P8613,Office Chair,Furniture,Seating,1,310.15,310.15,West
13088,2024-08-29,C9779,Nicole Jacobson,P9532,Keyboard,Accessories,,4,679.51,2718.04,North
13089,2024-07-01,C9464,Kendra Alexander,P8154,Office Chair,Furniture,Storage,2,758.74,1517.48,West
13090,2025-01-31,C4894,Ashlee Peters,P3109,Keyboard,Accessories,Audio,6,853.87,5123.22,North
13091,2024-12-24,C8995,Ivan Reid,P9026,Office Chair,Furniture,Seating,9,744.53,6700.77,North
13092,2024-12-13,C1641,Tanya Nelson,P1885,Mouse,Accessories,Audio,1,860.95,860.95,South
13093,2025-02-16,C5058,Nicole Payne,P7010,Webcam,Electronics,Peripherals,6,457.27,2743.62,West
13094,2024-06-16,C1610,Ryan James,P2185,Office Chair,Furniture,Seating,7,179.96,1259.72,East
13095,2025-04-12,C8211,Michele Myers,P6634,Table Lamp,Furniture,Storage,3,646.04,1938.12,North
13096,2025-04-23,C8822,Jill Anderson,P4029,Laptop,Electronics,Computers,7,267.61,1873.27,West
13097,2025-02-03,C9979,Amanda Jenkins,P2174,Printer,Electronics,Mobile Devices,4,75.6,302.4,East
13098,2025-02-10,C2726,Maria Howard,P2375,Webcam,Electronics,Mobile Devices,3,289.43,868.29,South
13099,2024-09-23,C7572,Paula Hall,P3270,Printer,Electronics,Peripherals,10,96.36,963.6,South
13100,2024-06-22,C1182,Maria Morrison,P8983,Laptop,Electronics,Mobile Devices,1,936.66,936.66,West
13101,2024-12-23,C4019,Ronald Ward,P4149,Keyboard,Accessories,Storage Devices,5,750.75,3753.75,West
13102,2024-12-24,C7332,Ms. Christine Gonzalez,P9884,Table Lamp,Furniture,Tables,2,641.06,1282.12,East
13103,2025-04-03,C6097,John Rivers,P5891,Desk,Furniture,Tables,5,899.48,4497.4,South
13104,2025-01-26,C6871,Sarah Porter,P1882,Office Chair,Furniture,Seating,4,136.18,544.72,South
13105,2025-05-15,C3060,Wendy Morton,P6551,USB Drive,Accessories,Input Devices,7,329.64,2307.48,North
13106,2024-09-15,C5252,Brittany Montes,P6195,Monitor,Electronics,Mobile Devices,10,911.79,9117.9,South
13107,2024-12-24,C3492,Shelby Ferguson,P9968,USB Drive,Accessories,Storage Devices,8,617.95,4943.6,West
13108,2025-06-06,C5559,Lori Crane,P7649,Webcam,Electronics,Peripherals,3,631.32,1893.96,East
13109,2024-08-17,C5334,Mr. Barry Cook,P5003,Keyboard,Accessories,Audio,6,566.16,3396.96,North
13110,2024-10-26,C3460,Anthony Duke,P4040,Webcam,Electronics,Mobile Devices,1,650.83,650.83,East
13111,2024-08-29,C8659,Jeffery Black,P5471,Table Lamp,Furniture,Storage,1,913.43,913.43,South
13112,2024-07-11,C9722,Amber Ortiz,P4775,Laptop,Electronics,Mobile Devices,4,183.97,735.88,West
13113,2025-04-13,C9873,Samantha Humphrey,P9697,Laptop,Electronics,Peripherals,5,172.64,863.2,West
13114,2025-04-18,C1513,Joseph Martinez,P7933,Desk,Furniture,Storage,3,851.72,2555.16,North
13115,2024-07-14,C5886,Sherri Watson,P1913,Printer,Electronics,Computers,4,817.22,3268.88,East
13116,2024-06-26,C9614,David Eaton,P4864,Laptop,Electronics,Computers,3,553.46,1660.38,West
13117,2024-11-28,C3421,Andrea Michael,P4221,Headphones,Accessories,Input Devices,5,624.76,3123.8,South
13118,2024-10-31,C5866,Richard Miller,P2092,USB Drive,Accessories,Storage Devices,6,278.45,1670.7,East
13119,2025-01-12,C8916,Nathan Rogers,P6540,USB Drive,Accessories,Audio,4,802.69,3210.76,South
13120,2024-11-06,C2220,Gabriel Carpenter,P1727,Webcam,Electronics,Mobile Devices,1,719.89,719.89,North
13121,2025-05-18,C4344,Michelle Simon,P5100,Webcam,Electronics,Mobile Devices,10,130.6,1306.0,South
13122,2024-10-08,C5584,Cindy Hayes,P4023,Monitor,Electronics,Computers,5,817.21,4086.05,West
13123,2025-05-09,C4565,Jeremy Mcdaniel,P3637,Webcam,Electronics,Peripherals,3,548.71,1646.13,South
13124,2024-10-25,C9264,Joseph Shaw,P7682,Monitor,Electronics,Peripherals,9,742.49,6682.41,South
13125,2024-12-26,C6379,Zachary Scott,P1614,Desk,Furniture,Seating,8,431.01,3448.08,West
13126,2024-09-23,C4303,Dr. Alison Harvey,P6724,Table Lamp,Furniture,Storage,4,482.06,1928.24,East
13127,2025-05-23,C9717,Cheryl Johnson,P6480,Mouse,Accessories,Storage Devices,7,455.25,3186.75,South
13128,2025-02-05,C2993,Jillian Thomas,P3974,Laptop,Electronics,Peripherals,9,693.83,6244.47,East
13129,2024-11-25,C1559,Laurie Scott,P1899,Printer,Electronics,Peripherals,6,887.46,5324.76,West
13130,2024-08-23,C5998,Mark Benson,P4435,Keyboard,Accessories,Audio,4,997.18,3988.72,West
13131,2024-10-21,C4277,Patricia Nguyen,P8922,Smartphone,Electronics,Computers,10,385.81,3858.1,East
13132,2024-10-15,C6607,Samantha Johnston,P5550,Table Lamp,Furniture,Seating,10,451.05,4510.5,South
13133,2024-11-29,C7046,Paula Gibson,P1644,Headphones,Accessories,Storage Devices,5,335.83,1679.15,West
13134,2024-10-05,C9824,Seth Morales,P1542,Bookshelf,Furniture,Tables,9,640.82,5767.38,East
13135,2024-10-31,C8022,Matthew Taylor,P2119,Printer,Electronics,Computers,8,496.99,3975.92,West
13136,2025-03-25,C1981,Charles Reilly,P7138,Office Chair,Furniture,Seating,7,373.4,2613.8,South
13137,2024-08-08,C3197,Katherine Bennett,P6023,Laptop,Electronics,Peripherals,3,637.89,1913.67,West
13138,2024-12-22,C6775,Jacqueline Steele,P6100,Desk,Furniture,Tables,1,466.63,466.63,South
13139,2024-08-17,C7416,William Moran,P2583,Keyboard,Accessories,Storage Devices,6,574.64,3447.84,West
13140,2025-01-15,C1712,Shawn Baker,P2545,Mouse,Accessories,Storage Devices,3,957.15,2871.45,South
13141,2025-04-30,C7815,Timothy Wolfe,P6005,Office Chair,Furniture,Seating,9,690.93,6218.37,East
13142,2024-08-01,C5451,Marissa Wang,P3955,Desk,Furniture,Seating,4,223.99,895.96,North
13143,2024-12-12,C1309,Jennifer Miller,P7985,Printer,Electronics,Peripherals,3,719.66,2158.98,West
13144,2025-05-29,C5233,Melissa Miller,P8752,Headphones,Accessories,Storage Devices,1,118.53,118.53,West
13145,2025-02-13,C6379,Tanya Sellers,P5192,Laptop,Electronics,Computers,3,473.92,1421.76,North
13146,2025-02-13,C3765,William Ross,P5849,Printer,Electronics,Mobile Devices,2,495.65,991.3,West
13147,2025-05-23,C7668,Jenna Phillips,P7218,Keyboard,Accessories,Input Devices,1,993.5,993.5,North
13148,2025-01-16,C8551,Samuel Rogers,P8548,Table Lamp,Furniture,Seating,8,240.22,1921.76,East
13149,2024-10-01,C2535,Dr. Andrew Holden MD,P3384,Laptop,Electronics,Peripherals,4,170.5,682.0,South
13150,2025-01-13,C1095,James Brooks,P9994,Bookshelf,Furniture,Seating,10,398.33,3983.3,West
13151,2024-08-01,C4464,Angela Harmon,P7309,Table Lamp,Furniture,Seating,4,549.89,2199.56,North
13152,2025-04-14,C5462,John Andrade,P9309,Desk,Furniture,Tables,4,550.42,2201.68,North
13153,2024-06-15,C4862,Sarah Robinson,P9506,Webcam,Electronics,Peripherals,6,620.85,3725.1,West
13154,2024-08-12,C7425,Jennifer Jones,P8533,Keyboard,Accessories,Audio,10,327.37,3273.7,West
13155,2025-04-08,C7141,Dennis Savage,P7392,USB Drive,Accessories,Input Devices,8,757.41,6059.28,East
13156,2025-04-19,C4369,Kristen Ortega,P5123,,Electronics,Mobile Devices,9,72.11,648.99,East
13157,2025-01-15,C3850,Rebecca Watkins,P1827,Smartphone,Electronics,Computers,10,69.34,693.4,North
13158,2025-02-27,C4698,Mark Adams,P2356,USB Drive,Accessories,Input Devices,2,183.63,367.26,North
13159,2025-06-07,C6680,Mr. Michael Olson,P8034,Keyboard,Accessories,,10,684.1,6841.0,North
13160,2025-01-02,C9430,Richard Chase,P1782,Office Chair,Furniture,Tables,4,575.14,2300.56,South
13161,2024-06-27,C2711,Melissa Barnett,P7374,Webcam,Electronics,Mobile Devices,10,196.15,1961.5,South
13162,2024-11-03,C9501,Candice Chandler,P7069,Table Lamp,Furniture,Tables,2,201.89,403.78,East
13163,2024-10-02,C2000,Manuel Romero,P4118,USB Drive,Accessories,Input Devices,1,129.54,129.54,West
13164,2024-11-19,C6891,Nicholas White,P5162,Monitor,Electronics,Mobile Devices,2,248.93,497.86,South
13165,2024-09-01,C5232,Veronica Cooley,P3224,Keyboard,Accessories,Input Devices,9,514.99,4634.91,West
13166,2024-08-12,C2366,Maria Ashley,P2624,Mouse,Accessories,Audio,1,295.25,295.25,North
13167,2025-01-19,C6449,Andrew Curtis,P6984,Headphones,Accessories,Storage Devices,1,357.72,357.72,South
13168,2025-05-24,C1640,Samuel Parrish,P1718,Keyboard,Accessories,Input Devices,5,479.11,2395.55,South
13169,2024-11-08,C5690,Misty Gonzalez,P1227,Printer,Electronics,Mobile Devices,7,457.07,3199.49,East
13170,2024-09-16,C6714,Austin Riley,P5944,Mouse,Accessories,Input Devices,3,590.5,1771.5,South
13171,2025-01-25,C2762,Deborah Horton,P6267,Keyboard,Accessories,Storage Devices,3,789.18,2367.54,North
13172,2025-05-17,C5023,Rachel Riley,P7139,Mouse,Accessories,Input Devices,6,476.36,2858.16,North
13173,2024-09-12,C5013,Ann Jones,P1486,Bookshelf,Furniture,Storage,1,718.82,718.82,South
13174,2025-01-18,C9558,Michelle Jackson,P2997,Bookshelf,Furniture,Tables,9,377.69,3399.21,North
13175,2025-01-30,C5089,Peter Velasquez,P6187,USB Drive,Accessories,,8,301.19,2409.52,West
13176,2024-09-24,C3073,Robert Jackson,P9163,USB Drive,Accessories,Storage Devices,5,846.94,4234.7,West
13177,2024-11-20,C9816,Ryan Dawson,P5352,Monitor,Electronics,Mobile Devices,7,850.7,5954.9,South
13178,2024-08-03,C2510,Tyler Marshall,P1360,Bookshelf,Furniture,Tables,4,20.37,81.48,North
13179,2025-03-21,C1969,Brendan Herrera,P5515,Headphones,Accessories,Audio,3,352.36,1057.08,South
13180,2024-11-26,C4590,Larry Weaver,P7408,Keyboard,Accessories,Audio,5,856.17,4280.85,East
13181,2024-10-01,C8892,Misty Rios,P9887,Mouse,Accessories,Storage Devices,10,881.08,8810.8,East
13182,2025-01-15,C4775,Jon Mckenzie,P9901,Table Lamp,Furniture,Storage,2,513.53,1027.06,West
13183,2024-11-25,C3795,Kevin Johnston MD,P6060,Keyboard,Accessories,Storage Devices,9,600.41,5403.69,North
13184,2025-05-02,C3628,William Lane,P2911,Table Lamp,Furniture,Seating,10,359.47,3594.7,West
13185,2024-06-13,C5392,Carla Park,P2016,Desk,Furniture,Tables,5,457.91,2289.55,South
13186,2024-07-08,C3180,Candice Adams,P2047,Office Chair,Furniture,Tables,1,777.64,777.64,South
13187,2024-07-24,C3487,Dan Trevino,P6142,Headphones,Accessories,Audio,1,362.09,362.09,South
13188,2025-05-29,C5407,Kyle Medina,P3939,Keyboard,Accessories,Audio,2,438.14,876.28,West
13189,2024-09-04,C5018,Jesse Stevens,P5290,Desk,Furniture,Tables,6,191.35,1148.1,North
13190,2025-04-12,C4809,Steven Christian,P7953,Webcam,Electronics,Peripherals,9,705.93,6353.37,West
13191,2024-08-29,C2437,Stephanie Boyd,P7104,Mouse,Accessories,Input Devices,3,414.22,1242.66,East
13192,2025-03-28,C3648,Amanda Manning,P5059,Bookshelf,Furniture,Seating,9,908.13,8173.17,North
13193,2025-02-21,C6379,Patricia Rodriguez,P9695,Webcam,Electronics,Peripherals,9,151.06,1359.54,West
13194,2024-08-31,C5386,Tyler Peterson,P4364,Office Chair,Furniture,Tables,2,998.45,1996.9,North
13195,2025-03-04,C9100,John Palmer,P7941,USB Drive,Accessories,Audio,1,646.92,646.92,South
